id,First_Name,Last_Name,Work_Street_Address,City,State,US_Zip_Code,Age,Gender,Race,Ethnicity,Focus_of_Practice,Areas_of_Interest,Practice_Type,Practice_Setting,Practice_Area,Job_Function,Job_Role,Employment_Status,Affiliation,Years_in_Practice,First_Year_in_Practice,Primary_Practice_Location,Primary_Practice_District,NPI,Military_Service,Active_Military_Service,US_Govt_Employee,Active_Govt_Employee,Medical_License_State,Medical_License_Begin_Date,Medical_License_End_Date,Suspended_Account,CME_Eligible,Report_CME_to_ABA,CRNA_Eligible,Toolbox_Role,Level_PGY,Question_Bank_Content_Editing,Institution_Super_User
333,Catherine,Mendoza,"9464 Medical Pl, Suite 898",Rutland,VT,057018349,47,FEMALE,AI,HL,NEURO_ANES,"ALI,TRAUMA,CCM",Multi-Specialty Group,Office-Based,SUBURBAN,"PRACMGMTADM,RESEDUC,NONE","BUDGETOWNER,PRACTICEOPER",INDCONTRACT,Premier Healthcare,7,2018,VT,9,1170889480,CSTGRD,Yes,INDIAN_HEALTH_SERVICE,No,VT,12/08/1996,11/30/2028,0,1,0,0,Admin,PGY-4,0,0
334,Kenneth,Rogers,"9773 Lake Blvd, Suite 533",Syracuse,NY,132029268,42,MALE,"AIAN,BAA",NHL,"PED_ANES,CARD_ANES,ANES_RES","DIA,CCM,GERIATRICS,ANES_RES",Private Practice,Multi-Site Practice,SUBURBAN,"ENTREPRENEURSHIP,PRACMGMTADM","RESPGMDIR,RESPGMCOOR,JRNLEDITOR",OTHER,County General Hospital,6,2019,NY,6,6970409531,CSTGRD,Yes,,No,NY,12/02/2020,11/29/2033,0,1,1,0,Staff,PGY-5,0,0
335,Sarah,Cruz,2605 Hospital Ln,Montgomery,AL,361043618,46,FEMALE,"BAA,NHOPI,AIAN",HL,"ANES_RES,CCM","POCUS,AMB_OBA,ALI,AIR_MGMT",Community Hospital,Multi-Site Practice,SUBURBAN,"SOCLEADOFC,ENGINEERING,PRACLECS",PROFINSTRFAC,NOTPRACTICING,,14,2011,AL,12,9364882089,ARMY,No,PUBLIC_HEALTH_SYSTEM,Yes,AL,12/09/1995,11/30/2031,0,0,1,0,Faculty,PGY-2,0,0
336,Alex,Baker,4173 Oak Rd,Idaho Falls,ID,834022546,36,GNC,"NHOPI,AI,AIAN",HL,"NA,RAA,AMB_ANES","POCUS,PERIOP_MED,ALI,PS",Ambulatory Surgery Center,Outpatient Surgery Center,URBAN,"INDSCORPCS,SCIRESEARCH,ANESCTEDUC","PRACTICEOPER,SURGCTROWNER,BUDGETOWNER",OTHER,,8,2017,ID,4,0254472419,PHSCC,Yes,,Yes,ID,12/04/2012,11/30/2031,0,1,0,1,Faculty,PGY-4,0,0
337,Blake,Morgan,"4179 River Ct, Suite 662",Columbia,SC,292016105,47,X,"AI,AIAN,OTHER",HL,"GER_ANES,CARD_ANES","OBSTETRICS,ADD_MED,OBA,PERIOP_MED",Private Practice,Multi-Site Practice,RURAL,"ENGINEERING,PRACLECS","SURGCTROWNER,DEPTCHAIR,HEADOFDIV",APHHSACS,Premier Healthcare,18,2007,SC,10,6941559450,,Yes,,No,SC,12/09/1995,11/29/2034,0,0,1,0,Student,PGY-4,0,0
338,Casey,Hill,9608 Lake Blvd,Bismarck,ND,585017144,49,NB,"WHI,AI",HL,"ACD_MED,PAIN_MED,NEURO_ANES","EPD,CCM,ACD_MED",Private Practice,Outpatient Surgery Center,SUBURBAN,"ACADEMICS,PRACLECS,FELLOWEDUC",HPPINF,WLTC,Academic Medical Group,23,2002,ND,6,8966760564,NATGRD,No,,Yes,ND,12/07/2003,11/30/2030,0,1,1,0,,N/A,0,0
339,Henry,Lee,2040 Elm Blvd,Meridian,ID,836428015,37,MALE,"NHOPI,WHI",HL,"PED_ANES,NA,ACD_MED",LEAD_DEV,Academic Medical Center,Outpatient Surgery Center,URBAN,QLTYMGMTREPT,"OTHER,JRNLEDITOR,NONE",OTHER,Academic Medical Group,5,2020,ID,2,7462591601,,Yes,,Yes,ID,12/08/1996,11/29/2033,0,1,1,0,Staff,PGY-4,0,0
340,Joyce,Martinez,1917 Elm St,Columbus,GA,319014748,55,FEMALE,NHOPI,NHL,AMB_ANES,"CCM,TRAUMA,EPD,NSA,REG_ANES",Solo Practice,Hospital - Community,SUBURBAN,"ANESCTEDUC,SOCLEADOFC","MEDDIR,HIRINGDM,HIRINGINF",INDCONTRACT,Community Hospital Network,13,2012,GA,9,5365968078,,No,,No,GA,12/07/2001,11/29/2033,0,0,0,0,Admin,PGY-2,1,0
341,Parker,Hernandez,7282 Market Dr,Nashua,NH,030603725,47,X,AIAN,NOANS,"GER_ANES,PERI_MED","OBSTETRICS,ANES_RES",Multi-Specialty Group,Hospital - Academic,RURAL,"INDSCONSUL,MEDSTUEDUC,RESEDUC",HIRINGDM,NOTPRACTICING,St. Mary's Medical Center,20,2005,NH,7,0388621750,,No,,Yes,NH,12/05/2009,11/30/2028,0,0,0,1,,PGY-4,0,0
342,Riley,Scott,4267 Valley Ln,Lexington,KY,405071876,32,NB,"OTHER,ANI,WHI",HL,"AMB_ANES,ANES_RES,OBS_ANES","TRAUMA,NSA,ANES_RES,APOOR",Private Practice,Government Facility,URBAN,"RESEDUC,SOCLEADOFC,FELLOWEDUC","PROFINSTRFAC,DEPTCHAIR,HIRINGINF",APHHSACS,,6,2019,KY,12,3851799378,NAVY,Yes,,No,KY,12/08/1998,11/29/2034,0,0,1,0,Student,PGY-1,0,1
343,Anna,Taylor,"9221 Highland Dr, Suite 266",Evansville,IN,477084857,52,FEMALE,"BAA,ANI,UNS",HL,ACD_MED,LEAD_DEV,Multi-Specialty Group,Multi-Site Practice,RURAL,INDSCONSUL,BUDGETOWNER,APHHSACS,Metro Anesthesia Associates,13,2012,IN,10,1218706293,AIRFORCE,No,PUBLIC_HEALTH_SYSTEM,No,IN,12/03/2017,11/29/2035,0,0,1,0,Student,PGY-5,0,0
344,Larry,Davis,"3954 Hospital Rd, Suite 765",Spokane,WA,992012393,41,MALE,AIAN,NOANS,"RAA,NA","LEAD_DEV,REG_ANES",Community Hospital,Government Facility,RURAL,"MEDSTUEDUC,OTHER","DEPTVICECHAIR,HPPDM",OTHER,Memorial Hospital,11,2014,WA,1,0746823546,AIRFORCE,No,INDIAN_HEALTH_SERVICE,No,WA,12/06/2006,11/29/2034,0,1,0,0,,PGY-3,0,0
345,Pamela,Smith,8974 Church Ave,Concord,NH,033015405,32,FEMALE,"UNS,ANI,BAA",NOANS,"NEURO_ANES,ACD_MED,OBS_ANES","APOOR,ALI",Academic Medical Center,Outpatient Surgery Center,URBAN,"SOCLEADOFC,ENTREPRENEURSHIP,QLTYMGMTREPT","RESPGMDIR,RESPGMCOOR,NONE",INTCONTRACTLT,Midwest Anesthesia Partners,7,2018,NH,7,7089058366,,No,PUBLIC_HEALTH_SYSTEM,Yes,NH,12/07/2000,11/29/2035,0,1,1,1,,PGY-1,0,0
346,Virginia,Hughes,"5973 Union Pl, Suite 950",Milwaukee,WI,532027228,30,FEMALE,"ANI,OTHER",NOANS,"ANES_RES,NEURO_ANES,CCM","PAIN_MED,PERIOP_MED,PEDIATRICS,AMB_OBA",Community Hospital,Hospital - Academic,SUBURBAN,"ENGINEERING,OTHER",MEDDIR,WLTC,Northwest Medical Center,5,2020,WI,8,1809521755,NATGRD,Yes,VA,Yes,WI,12/01/2024,11/30/2030,0,0,1,0,Staff,N/A,0,0
347,Hayden,Mendoza,6208 Spring St,Bangor,ME,044013071,34,X,"AI,ANI",HL,CCM,"PAIN_MED,TRAUMA,QPI,EPD",Solo Practice,Outpatient Surgery Center,SUBURBAN,"INDSCORPCS,ACADEMICS,ANESCTEDUC",NONE,INDCONTRACT,Healthcare Partners,5,2020,ME,1,2257090016,,Yes,VA,No,ME,12/01/2024,11/29/2035,0,1,0,0,,PGY-1,0,0
348,Daniel,Anderson,"6191 Main Blvd, Suite 926",Portland,OR,972012411,41,MALE,"AIAN,WHI",HL,"CCM,PERI_MED",TRAUMA,Private Practice,Office-Based,RURAL,"INVENANDINNOV,SCIRESEARCH,MEDSTUEDUC","HIRINGINF,HEADOFDIV,RESPGMCOOR",WLTC,Premier Healthcare,13,2012,OR,10,6105370923,CSTGRD,No,,Yes,OR,12/04/2014,11/30/2028,0,1,1,0,,N/A,0,0
349,Joan,Sanchez,"8921 Maple Dr, Suite 842",Baltimore,MD,212011581,53,FEMALE,"BAA,AI,ANI",NHL,"OBS_ANES,ACD_MED","TRANS_MED,APOOR,OBSTETRICS,AIR_MGMT",Academic Medical Center,Government Facility,SUBURBAN,SOCLEADOFC,"HEADOFDIV,SURGCTROPER,HIRINGDM",WLTC,Healthcare Partners,21,2004,MD,5,0258963217,NATGRD,No,,Yes,MD,12/03/2016,11/30/2031,0,1,1,0,,PGY-3,0,0
350,Aaron,Campbell,5597 Center Ave,Nashua,NH,030603612,59,MALE,"ANI,WHI,AIAN",NOANS,AMB_ANES,"TRAUMA,ANES_RES,PEDIATRICS,BH",Solo Practice,Outpatient Surgery Center,URBAN,MEDSTUEDUC,"SURGCTROPER,MEDSCHDEAN",OTHER,,13,2012,NH,11,2090855107,,Yes,,Yes,NH,12/03/2018,11/29/2035,0,1,0,0,Staff,N/A,0,0
351,Victoria,Green,9371 Center St,Washington,DC,200011831,51,FEMALE,"BAA,UNS",HL,NEURO_ANES,"PHY_WELLNESS,ADD_MED,REG_ANES,BH,CCM",Ambulatory Surgery Center,Outpatient Surgery Center,RURAL,"ENGINEERING,ANESCTEDUC,ACADEMICS","HIRINGINF,RESPGMDIR",WLTC,,9,2016,DC,2,1532594795,,No,,Yes,DC,12/02/2022,11/30/2031,0,0,0,0,Faculty,PGY-1,0,0
352,Charles,Cooper,"1636 Pine Ln, Suite 731",Annapolis,MD,214019936,46,MALE,"AIAN,BAA,NHOPI",HL,"OBS_ANES,ACD_MED",ANES_RES,Ambulatory Surgery Center,Office-Based,URBAN,"PRACMGMTADM,QLTYMGMTREPT,INDSCORPCS",SURGCTROPER,NOTPRACTICING,Massachusetts General,14,2011,MD,1,3595205610,MARINES,No,,Yes,MD,12/04/2013,11/30/2031,0,0,1,0,,PGY-2,0,0
353,Christine,Adams,"3671 Elm Ln, Suite 174",Huntsville,AL,358014481,44,FEMALE,"AI,ANI,UNS",NOANS,"GER_ANES,AMB_ANES",LEAD_DEV,Private Practice,Government Facility,RURAL,"ANESCTEDUC,SOCLEADOFC,PRACLECS","DEPTCHAIR,HPPINF,HEADOFDIV",APHHSACS,,11,2014,AL,10,4262417842,AIRFORCE,No,,Yes,AL,12/04/2012,11/30/2031,0,0,0,0,,PGY-2,0,0
354,Reese,Nelson,9317 Hospital Pl,Green Bay,WI,543014048,30,NB,"OTHER,NHOPI",NOANS,AMB_ANES,"PCEOLC,BH,PS",Academic Medical Center,Hospital - Academic,URBAN,PRACMGMTADM,DEPTVICECHAIR,INTCONTRACTLT,Eastern Healthcare,5,2020,WI,8,9964260336,,Yes,,Yes,WI,12/02/2022,11/30/2028,0,0,1,0,Resident,N/A,0,0
355,River,Thomas,"9485 Spring St, Suite 679",Fargo,ND,581028106,35,NB,ANI,NHL,"OBS_ANES,RAA",PHY_WELLNESS,Multi-Specialty Group,Government Facility,SUBURBAN,"INDSCONSUL,QLTYMGMTREPT","SURGCTROPER,PROFINSTRFAC,FELLOWPGMDIR",APHHSACS,Ascension Medical Group,5,2020,ND,8,8638558819,ARMY,Yes,,No,ND,12/02/2021,12/01/2027,0,1,1,0,Faculty,PGY-2,0,0
356,Sharon,Ward,8892 Park Dr,Portland,ME,041011969,30,FEMALE,AI,NHL,"PED_ANES,PERI_MED,ACD_MED","OBSTETRICS,WIA",Multi-Specialty Group,Multi-Site Practice,URBAN,INDSCORPCS,"SURGCTROPER,DIRPREANESTSTCLINIC,HEADOFDIV",INTCONTRACTLT,Johns Hopkins,5,2020,ME,12,4474328116,CSTGRD,No,VA,No,ME,12/03/2016,12/01/2027,0,0,0,0,Admin,PGY-1,0,0
357,Peyton,Miller,4252 Market Dr,Omaha,NE,681026643,46,GNC,ANI,HL,"PED_ANES,RAA",POCUS,Academic Medical Center,Hospital - Academic,URBAN,"OTHER,ANESCTEDUC",PRACTICEOWNER,OTHER,,7,2018,NE,11,3777569198,,Yes,,Yes,NE,12/07/2002,11/29/2035,0,1,0,0,,PGY-2,0,0
358,Nathan,Morales,8309 Oak Ln,Mobile,AL,366027843,57,MALE,"NHOPI,OTHER",NHL,NEURO_ANES,"OPHTHALMOLOGY,ACD_MED,SIM,CCM",Community Hospital,Hospital - Academic,SUBURBAN,"PRACLECS,NONE,ACADEMICS","RESPGMCOOR,PROFINSTRFAC",NOTPRACTICING,,11,2014,AL,5,7063621986,PHSCC,No,VA,Yes,AL,12/08/1998,11/29/2032,0,0,1,0,Resident,PGY-3,1,0
359,Debra,Wood,5352 Lake Blvd,Norman,OK,730699408,43,FEMALE,"NHOPI,ANI",NOANS,OBS_ANES,"CARDIO_SYS,PS,DIA",Private Practice,Government Facility,URBAN,"HOSPLECS,NONE","DEPTCHAIR,HPPINF,PRACTICEOPER",NOTPRACTICING,Massachusetts General,15,2010,OK,11,8799196234,MARINES,Yes,,No,OK,12/06/2004,12/01/2026,0,0,0,0,,N/A,0,0
360,Hayden,Reyes,6496 River Rd,Casper,WY,826017576,41,NB,"BAA,AI",NHL,AMB_ANES,"GERIATRICS,DIA",Solo Practice,Multi-Site Practice,URBAN,"ACADEMICS,SCIRESEARCH","BUDGETOWNER,PRACTICEOWNER,HPPDM",WLTC,,16,2009,WY,2,5353659746,,Yes,,No,WY,12/06/2006,11/30/2030,0,0,1,1,,PGY-4,0,0
361,Kyle,Scott,4025 Center Ave,Jacksonville,FL,322023007,33,MALE,"UNS,ANI,OTHER",NHL,"CARD_ANES,AMB_ANES",BH,Community Hospital,Hospital - Community,URBAN,"ENTREPRENEURSHIP,QLTYMGMTREPT,RESEDUC","FELLOWPGMCOORD,DIRPREANESTSTCLINIC",OTHER,,6,2019,FL,8,0489332614,ARMY,No,PUBLIC_HEALTH_SYSTEM,No,FL,12/09/1995,11/30/2030,1,1,0,0,Staff,N/A,0,0
362,Charlie,Wright,8260 Oak Ave,West Valley City,UT,841193680,58,GNC,WHI,NHL,AMB_ANES,"PHY_WELLNESS,OBSTETRICS,ADD_MED",Ambulatory Surgery Center,Government Facility,SUBURBAN,PRACMGMTADM,"DEPTVICECHAIR,BUDGETOWNER,HPPINF",WLTC,Northwest Medical Center,21,2004,UT,4,8652377729,NAVY,Yes,INDIAN_HEALTH_SERVICE,Yes,UT,12/08/1997,12/01/2026,0,0,0,0,Faculty,PGY-3,0,0
363,Alex,Cox,"3814 University Ave, Suite 322",Rockville,MD,208509668,36,GNC,AI,NOANS,"PERI_MED,PED_ANES,NEURO_ANES","ADD_MED,PS",Academic Medical Center,Multi-Site Practice,SUBURBAN,"NONE,SOCLEADOFC,HOSPMGMTADM",DIRPREANESTSTCLINIC,INTCONTRACTLT,Surgical Specialists LLC,5,2020,MD,12,7203136955,CSTGRD,No,VA,Yes,MD,12/08/1999,12/01/2027,0,0,0,0,,N/A,0,0
364,Quinn,Taylor,"7034 Water Ave, Suite 135",Cedar Rapids,IA,524017506,56,NB,"ANI,WHI",HL,"AMB_ANES,GER_ANES","CCM,PAIN_MED,ONCOLOGY,EMI,APOOR",Academic Medical Center,Office-Based,RURAL,"INDSCORPCS,SCIRESEARCH,SOCLEADOFC","NONE,FELLOWPGMDIR",OTHER,,12,2013,IA,1,8708269718,NAVY,No,,Yes,IA,12/02/2022,12/01/2026,0,0,0,0,Resident,PGY-5,0,1
365,Dorothy,Sanders,6735 Oak Ct,Rochester,MN,559024458,47,FEMALE,"OTHER,ANI",NOANS,"CCM,AMB_ANES,PED_ANES","EPD,AMB_OBA,LEAD_DEV,PERIOP_MED,CCM",Ambulatory Surgery Center,Outpatient Surgery Center,RURAL,"HOSPLECS,OTHER","DEPTCHAIR,OTHER,HIRINGINF",INTCONTRACTLT,Coastal Anesthesia Group,9,2016,MN,1,6373118046,,Yes,,No,MN,12/04/2013,12/01/2026,0,1,1,0,,PGY-3,0,0
366,Dennis,Lopez,"4485 Maple Ave, Suite 789",Reno,NV,895016405,59,MALE,AI,NOANS,CCM,"APOOR,QPI",Ambulatory Surgery Center,Outpatient Surgery Center,RURAL,"ACADEMICS,ENGINEERING,QLTYMGMTREPT",DIRPREANESTSTCLINIC,OTHER,,25,2000,NV,8,0919693957,,Yes,PUBLIC_HEALTH_SYSTEM,No,NV,12/05/2011,11/30/2030,0,0,1,1,,PGY-5,0,0
367,Karen,Perez,8137 Spring Dr,Henderson,NV,890094037,31,FEMALE,"NHOPI,ANI,AIAN",NHL,"AMB_ANES,PED_ANES,NA","SIM,ACD_MED,BH",Community Hospital,Hospital - Community,URBAN,"SOCLEADOFC,MEDSTUEDUC,HOSPLECS",DIRANESSVS,INTCONTRACTLT,Mountain View Medical,6,2019,NV,11,6075988978,CSTGRD,Yes,INDIAN_HEALTH_SERVICE,Yes,NV,12/02/2020,11/29/2033,0,1,1,1,Staff,PGY-5,0,0
368,Richard,Smith,6995 Hospital Way,Orlando,FL,328019925,39,MALE,"OTHER,AIAN",HL,NA,"ADD_MED,EPD",Ambulatory Surgery Center,Outpatient Surgery Center,SUBURBAN,"INDSCONSUL,QLTYMGMTREPT,HOSPMGMTADM",PRACTICEOWNER,APHHSACS,Massachusetts General,12,2013,FL,1,7649797416,,No,,No,FL,12/07/2003,11/29/2032,0,0,0,1,Faculty,PGY-5,0,0
369,Phoenix,Reyes,230 Elm Ln,Spokane,WA,992019667,36,NB,"NHOPI,BAA",NOANS,"NA,CARD_ANES,CCM","NSA,DIA,CCM",Multi-Specialty Group,Multi-Site Practice,SUBURBAN,"INDSCORPCS,ENGINEERING","PROFINSTRFAC,DIRANESSVS",NOTPRACTICING,,5,2020,WA,7,6364315948,PHSCC,Yes,,No,WA,12/03/2019,11/29/2033,0,0,1,1,Student,PGY-5,0,0
370,Donna,Lewis,9820 Church Pl,Fayetteville,AR,727018815,52,FEMALE,WHI,NOANS,NEURO_ANES,"SIM,ALI,ADD_MED",Ambulatory Surgery Center,Hospital - Community,RURAL,INVENANDINNOV,"SURGCTROPER,MEDDIR,HPPINF",APHHSACS,,22,2003,AR,3,9889413210,NAVY,Yes,,Yes,AR,12/07/2001,11/30/2029,0,1,1,0,Staff,PGY-4,0,0
371,Andrew,Patel,1847 Park Ave,Duluth,MN,558026461,37,MALE,NHOPI,NOANS,"GER_ANES,OBS_ANES,CCM","NSA,EPD",Ambulatory Surgery Center,Hospital - Academic,URBAN,"OTHER,INDSCONSUL",DEPTVICECHAIR,NOTPRACTICING,,5,2020,MN,4,5896359570,MARINES,Yes,,Yes,MN,12/08/1997,11/29/2032,0,1,0,0,Student,PGY-2,0,0
372,Avery,Wood,"406 Hill Dr, Suite 831",Bridgeport,CT,066049264,35,GNC,"WHI,AI",HL,NEURO_ANES,"ACD_MED,OBSTETRICS,SIM",Academic Medical Center,Government Facility,RURAL,MEDSTUEDUC,DIRPREANESTSTCLINIC,APHHSACS,,7,2018,CT,11,8008529469,MARINES,Yes,,Yes,CT,12/07/2001,11/29/2032,0,1,1,0,Faculty,PGY-4,0,0
373,Stephanie,Sanchez,8624 Park Dr,Miami,FL,331283202,54,FEMALE,UNS,NHL,"GER_ANES,ACD_MED","APOOR,AMB_OBA,POCUS,ADD_MED",Ambulatory Surgery Center,Office-Based,RURAL,"INDSCONSUL,ANESCTEDUC",HIRINGDM,APHHSACS,,29,1996,FL,12,9133030334,,Yes,,Yes,FL,12/04/2014,11/29/2032,0,1,1,0,Student,PGY-2,0,0
374,Steven,Cooper,7611 Maple St,Bangor,ME,044013671,55,MALE,"UNS,AIAN",NHL,"RAA,PAIN_MED,ANES_RES","PHY_WELLNESS,ANES_RES,REG_ANES",Solo Practice,Government Facility,URBAN,"SCIRESEARCH,INDSCONSUL,PRACMGMTADM",RESPGMDIR,WLTC,,9,2016,ME,6,4050764871,USUHS,No,VA,Yes,ME,12/03/2019,11/30/2028,0,0,1,0,Staff,N/A,0,0
375,Judith,Young,"3174 Union Ave, Suite 202",Sioux Falls,SD,571042385,53,FEMALE,"AIAN,UNS",HL,"CARD_ANES,PAIN_MED,ANES_RES","PEDIATRICS,NSA,ADD_MED",Solo Practice,Hospital - Academic,SUBURBAN,MEDSTUEDUC,"DIRANESSVS,NONE,FELLOWPGMCOORD",OTHER,Healthcare Partners,9,2016,SD,8,1878035869,CSTGRD,No,VA,No,SD,12/02/2022,12/01/2026,0,1,0,0,,PGY-3,0,0
376,Blake,King,"6366 Cedar Dr, Suite 101",Pittsburgh,PA,152224315,35,NB,OTHER,NHL,"PED_ANES,NA,OBS_ANES","PERIOP_MED,EPD,ACD_MED",Private Practice,Outpatient Surgery Center,SUBURBAN,"PRACMGMTADM,QLTYMGMTREPT,INDSCORPCS","SURGCTROPER,FELLOWPGMCOORD,JRNLEDITOR",OTHER,City Medical Center,8,2017,PA,3,4704887899,PHSCC,Yes,,No,PA,12/04/2015,11/30/2030,0,1,1,0,Faculty,PGY-2,0,0
377,Skylar,Hernandez,"2292 Main Ln, Suite 261",Augusta,GA,309015683,32,NB,UNS,HL,PAIN_MED,"PAIN_MED,OBSTETRICS,APOOR",Ambulatory Surgery Center,Hospital - Community,SUBURBAN,"ENGINEERING,MEDSTUEDUC","HIRINGDM,PROFINSTRFAC,OTHER",APHHSACS,,6,2019,GA,12,5630295596,AIRFORCE,Yes,,Yes,GA,12/02/2021,12/01/2027,0,0,0,0,Admin,N/A,0,0
378,Michelle,Gonzalez,"1349 Center Rd, Suite 215",Idaho Falls,ID,834027102,50,FEMALE,UNS,HL,"CCM,ANES_RES",OBSTETRICS,Multi-Specialty Group,Outpatient Surgery Center,SUBURBAN,"HOSPLECS,RESEDUC","MEDSCHDEAN,RESPGMCOOR",NOTPRACTICING,Trinity Health System,7,2018,ID,9,6868764019,,Yes,,No,ID,12/06/2007,11/30/2028,0,1,1,0,,N/A,0,0
379,Sharon,Nguyen,"3053 Washington Blvd, Suite 546",Dallas,TX,752013933,49,FEMALE,"ANI,AIAN,BAA",HL,"NEURO_ANES,ANES_RES,NA","TRANS_MED,ALI,PEDIATRICS,QPI,TRAUMA",Private Practice,Outpatient Surgery Center,URBAN,"HOSPMGMTADM,ENTREPRENEURSHIP,ACADEMICS",HEADOFDIV,WLTC,Providence Healthcare,18,2007,TX,9,2041042948,PHSCC,No,,Yes,TX,12/02/2022,11/30/2029,0,0,0,0,Admin,N/A,0,0
380,Betty,Smith,860 Church Blvd,Worcester,MA,016081031,47,FEMALE,"BAA,UNS",NHL,ANES_RES,"WIA,TRAUMA,ANES_RES,POCUS,PRAC_MGMT",Multi-Specialty Group,Government Facility,SUBURBAN,"ENGINEERING,RESEDUC,MEDSTUEDUC","DIRANESSVS,RESPGMCOOR,PRACTICEOPER",INTCONTRACTLT,Healthcare Partners,17,2008,MA,8,8269299007,,Yes,,No,MA,12/09/1995,11/30/2031,0,1,0,0,Resident,PGY-2,0,0
381,Michelle,Gonzalez,8956 Medical Dr,Salt Lake City,UT,841018554,35,FEMALE,"AI,AIAN,OTHER",NOANS,"OBS_ANES,AMB_ANES,PED_ANES","CARDIO_SYS,PERIOP_MED,PS",Private Practice,Office-Based,URBAN,"PRACMGMTADM,PRACLECS",MEDSCHDEAN,APHHSACS,Eastern Healthcare,6,2019,UT,6,1875067761,,No,PUBLIC_HEALTH_SYSTEM,No,UT,12/07/2001,11/29/2035,0,1,1,0,Faculty,N/A,0,0
382,Hayden,Hughes,"8846 Market Blvd, Suite 462",Great Falls,MT,594012543,52,GNC,"AIAN,UNS,BAA",HL,"CCM,ANES_RES,PAIN_MED","BH,AIR_MGMT,TRANS_MED,POCUS,AMB_OBA",Multi-Specialty Group,Outpatient Surgery Center,URBAN,"PRACLECS,SOCLEADOFC,INVENANDINNOV",MEDSCHDEAN,WLTC,Eastern Healthcare,17,2008,MT,11,7349899255,,No,,Yes,MT,12/02/2020,11/30/2031,0,1,1,0,,PGY-3,0,0
383,Emerson,Scott,"8440 Cedar Pl, Suite 215",Sacramento,CA,958148570,57,NB,"AIAN,UNS",NHL,"ANES_RES,PED_ANES,PERI_MED","OPHTHALMOLOGY,LEAD_DEV,EPD,QPI,OBA",Multi-Specialty Group,Multi-Site Practice,RURAL,HOSPLECS,"DIRPREANESTSTCLINIC,MEDSCHDEAN",INDCONTRACT,Mayo Clinic,23,2002,CA,5,7853698816,AIRFORCE,No,,No,CA,12/03/2017,11/30/2030,0,0,1,0,Staff,PGY-3,0,0
384,Raymond,Morris,"8961 Hospital Dr, Suite 854",Rockville,MD,208505291,30,MALE,"UNS,AIAN",HL,"RAA,PAIN_MED,GER_ANES","BH,ADD_MED",Academic Medical Center,Hospital - Academic,URBAN,"INVENANDINNOV,ENTREPRENEURSHIP","HIRINGDM,PRACTICEOWNER,FELLOWPGMDIR",INDCONTRACT,Southern Regional Hospital,5,2020,MD,12,8563027500,USUHS,No,,No,MD,12/08/1998,12/01/2027,0,0,0,0,Faculty,PGY-4,0,0
385,Joyce,Mitchell,2113 Oak Dr,Montpelier,VT,056025964,30,FEMALE,ANI,NHL,"GER_ANES,PAIN_MED","APOOR,POCUS,PS,EPD,PAIN_MED",Academic Medical Center,Outpatient Surgery Center,RURAL,HOSPLECS,PROFINSTRFAC,WLTC,United Healthcare System,5,2020,VT,3,9906745686,AIRFORCE,Yes,,Yes,VT,12/03/2016,11/30/2028,0,1,0,0,Staff,PGY-4,1,0
386,Cameron,Lewis,7261 Church Blvd,Providence,RI,029039755,51,NB,"AI,OTHER",NOANS,AMB_ANES,POCUS,Multi-Specialty Group,Hospital - Academic,RURAL,FELLOWEDUC,"MEDSCHDEAN,NONE,FELLOWPGMCOORD",APHHSACS,Mercy Medical Center,15,2010,RI,4,0712455312,PHSCC,Yes,,No,RI,12/03/2017,11/30/2031,0,1,0,0,Staff,PGY-2,0,0
387,Jose,Anderson,"5468 Spring Ln, Suite 559",Charlotte,NC,282021896,52,MALE,"AI,WHI",NHL,"OBS_ANES,PERI_MED","OBA,PCEOLC,ADD_MED",Ambulatory Surgery Center,Hospital - Community,SUBURBAN,"INVENANDINNOV,PRACMGMTADM,HOSPMGMTADM","HIRINGINF,PROFINSTRFAC",APHHSACS,Eastern Healthcare,15,2010,NC,4,8054914774,MARINES,No,INDIAN_HEALTH_SERVICE,Yes,NC,12/04/2014,12/01/2026,0,0,0,0,,PGY-1,0,0
388,Cameron,White,"713 Medical Way, Suite 279",Henderson,NV,890092119,36,X,"NHOPI,BAA,AI",NOANS,"CARD_ANES,GER_ANES,RAA","TRAUMA,PHY_WELLNESS,PEDIATRICS,ADD_MED",Private Practice,Outpatient Surgery Center,RURAL,"QLTYMGMTREPT,HOSPMGMTADM","HIRINGDM,JRNLEDITOR",OTHER,Johns Hopkins,6,2019,NV,8,7873048625,USUHS,No,PUBLIC_HEALTH_SYSTEM,No,NV,12/04/2013,11/30/2028,0,1,0,0,Admin,PGY-4,0,0
389,Charlie,Baker,"9726 University St, Suite 214",Little Rock,AR,722019720,38,GNC,"NHOPI,AI,ANI",NOANS,"CCM,NA,RAA","ALI,SIM,PCEOLC,REG_ANES,AIR_MGMT",Private Practice,Multi-Site Practice,URBAN,SCIRESEARCH,"NONE,HPPDM",WLTC,University Hospital,11,2014,AR,11,5739083521,,Yes,,Yes,AR,12/06/2005,11/29/2034,0,0,1,1,Resident,PGY-2,0,0
